,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
1744,7109,625,A,150000,80,601,A,150000,20,,,,,8.06,A,69,,Verified,A,N,,0,A,0,A,,,1.142857143,B,74.85714286,A,47251.28571,A,2859.857143,A,0.06,A,0,A,0,A,0,A,0,A,47251.28571,,preferred,,620,A,150000,100,5892,Paid off with renewal
593,3536,684,A,150000,100,,,,,,,,,0.31,D,,,Verified,A,N,,0,A,0,A,,,0,A,21.66666667,A,17995.09667,A,5837.393333,A,0.32,A,0,A,0,A,0,A,0,A,17995.09667,,preferred,,684,A,150000,100,3634,Paid in full
361,1998,624,A,150000,100,,,,,,,,,6.76,A,80,,Verified,A,N,,0,A,0,A,,,1,A,47.75,A,36983.5,A,3852.5,A,0.1,A,0,A,0,A,0,A,1,A,36983.5,,preferred,,624,A,150000,100,2059,Paid in full
1116,6765,684,A,150000,100,,,,,,,,,5.53,A,5,,Home,A,N,,0,A,0,A,,,0,A,82.33333333,A,115959,A,5333.333333,A,0.05,A,0,A,0,A,0,A,1,A,115959,,preferred,,684,A,150000,100,6035,Paid via discounted payoff
839,5161,574,B,100000,100,,,,,,,,,14.98,A,80,,Home,A,N,,0,A,0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0,A,0,A,0,A,1,A,57474.25,,preferred,,574,B,100000,100,4803,Default
1513,4881,609,A,150000,100,,,,,,,,,4.95,A,4,,Verified,A,N,,0,A,0,A,,,0,A,91.5,A,150277.01,A,61899.5,A,0.41,A,0,A,0,A,0,A,0,A,150277.01,,preferred,,609,A,150000,100,4618,Paid in full
335,1477,703,A,150000,100,,,,,,,,,26.58,A,73,,Verified,A,N,,0,A,0,A,,,0,A,10.2,R,145621.8,A,29204.182,A,0.2,A,0,A,0,A,0,A,1,A,145621.8,,preferred,,703,A,150000,100,1362,Paid in full
1602,4447,661,A,150000,100,,,,,,,,,16.49,A,88,,Verified,A,N,,0,A,0,A,,,0,A,9.75,R,767131.5,A,362456.5,A,0.47,A,0,A,0,A,0,A,1,A,767131.5,,capped,,661,A,150000,100,4222,Paid in full
798,5113,,,,25,,,,25,,,,,1.33,B,12,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,0,,,0,4769,Paid in full
1516,4962,582,B,100000,100,,,,,,,,,8.72,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,582,B,100000,100,4699,Paid in full
660,3807,600,A,150000,100,,,,,,,,,11.37,A,75,,,,N,,0,A,0,A,,,1.666666667,B,81.22222222,A,135836.4444,A,16430.17222,A,0.12,A,0,A,0,A,0,A,1,A,135836.4444,,,,600,A,150000,100,88,Paid in full
1014,6503,561,B,100000,50,9002,R,,50,,,,,5.88,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,4781,R,,100,5641,Paid off with renewal
414,2118,537,C,35000,100,,,,,,,,,9.83,A,17,,Verified,A,N,,0,A,0,A,,,0.25,A,32.75,A,65687,A,10049.5,A,0.15,A,0,A,0,A,0,A,1,A,65687,,preferred,,537,C,35000,100,2227,Paid off with renewal
1055,7200,616,A,150000,100,,,,,,,,,9.24,A,91,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,616,A,150000,100,6333,Paid via discounted payoff
1102,7481,677,A,150000,50,654,A,150000,50,,,,,0.99,C,6,,Verified,A,N,,0,A,0,A,,,0,A,3.333333333,C,267773.6667,A,379791.6667,A,1.42,A,0,A,0,A,0,A,1,A,267773.6667,,preferred,,665,A,150000,100,6518,Default
809,4072,713,A,150000,100,,,,,,,,,21.56,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,713,A,150000,100,4124,Paid off with renewal
898,4578,613,A,150000,100,,,,,,,,,6.89,A,,,Home,A,N,,0,A,0,A,,,4,C,33.25,A,50514.1175,A,5013.8075,A,0.1,A,0,A,0,A,0,A,1,A,50514.1175,,preferred,,613,A,150000,100,4439,Paid in full
440,2359,624,A,150000,100,,,,,,,,,6.78,A,80,,Verified,A,N,,0,A,0,A,,,0.75,A,34.5,A,40408.0775,A,2808,A,0.07,A,0,A,0,A,0,A,1,A,40408.0775,,preferred,,624,A,150000,100,2059,Paid in full
1328,2929,500,C,35000,100,,,,,,,,,7.36,A,1,,Home,A,N,,0,A,0,A,,,3.75,C,10.5,R,70921.99,A,9731.49,A,0.14,A,0,A,0,A,0,A,0,A,70921.99,,preferred,,500,C,35000,100,2966,Default
1369,3675,509,C,35000,100,,,,,,,,,11.56,A,27,,Verified,A,N,,0,A,0,A,,,0.25,A,9.75,R,192711.555,A,21172.75,A,0.11,A,0,A,0,A,0,A,1,A,192711.555,,preferred,,509,C,35000,100,3750,Paid off with renewal
74,191,652,A,150000,100,,,,,,,,,4.71,A,,,Home,A,N,,0,A,0,A,,,3.25,C,10,R,990199.79,A,35251.38,A,0.04,A,0,A,0,A,0,A,1,A,990199.79,,preferred,,652,A,150000,,201,Default
47,144,620,A,150000,0,,,,0,,,,0,8.13,A,,,Home,,N,,0,A,0,A,,,0,A,73.25,A,0,D,27761,A,0,D,0,A,0,A,0,A,2,C,130551.27,,,,,,,,153,Paid off with renewal
945,6504,561,B,100000,50,500,C,35000,50,,,,,5.88,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,530,C,35000,100,5641,Paid off with renewal
1404,4386,639,A,150000,100,,,,,,,,,18.91,A,6,,Verified,A,N,,0,A,0,A,,,0.333333333,A,42,A,53112.03,A,7437.666667,A,0.14,A,0,A,0,A,0,A,1,A,53112.03,,preferred,,639,A,150000,100,4321,Paid in full
1292,3655,509,C,35000,100,,,,,,,,,11.56,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,509,C,35000,100,3750,Paid off with renewal
1302,3918,498,D,0,100,,,,,,,,,15.99,A,54,,Verified,A,N,,0,A,0,A,,,0.5,A,27.25,A,41224.25,A,9573.08,A,0.23,A,0,A,0,A,0,A,0,A,41224.25,,capped,,498,D,0,100,3876,Paid off with renewal
79,199,700,A,150000,2,700,A,150000,64,,,,,23.48,A,,,Home,A,N,,0,A,0,A,,,0.25,A,103,A,306318.51,A,6357.25,A,0.02,A,0,A,0,A,0,A,1,A,306318.51,,preferred,,700,A,150000,,204,Paid in full
805,3808,650,A,150000,100,650,A,150000,,,,,,31.55,A,75,,,,N,,0,A,0,A,,,0.25,A,18.5,A,40227.9575,A,2901.625,A,0.07,A,0,A,0,A,0,A,0,A,40227.9575,,,,650,A,150000,100,138,Paid in full
1652,5053,655,A,150000,100,,,,,,,,,3.65,A,69,,Verified,A,N,,0,A,0,A,,,3,C,146,A,128530.3267,A,8777.266667,A,0.07,A,0,A,0,A,0,A,1,A,128530.3267,,preferred,,655,A,150000,100,4666,Paid in full
1173,2708,432,D,0,100,,,,,,,,,3.06,A,13,,Verified,A,N,,0,A,0,A,,,0,A,60,A,50542.8,A,14812.8,A,0.29,A,0,A,0,A,0,A,1,A,50542.8,,preferred,,432,D,0,100,2828,Paid off with renewal
692,3610,497,D,0,100,,,,,,,,,1.42,B,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,497,D,0,100,3700,Default
56,210,632,A,150000,50,669,A,150000,50,,,,,0.04,D,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,1,A,0,,preferred,,650,A,150000,,203,Paid in full
500,2630,542,C,35000,100,,,,,,,,,7.44,A,23,,Verified,A,N,,0,A,0,A,,,2.333333333,C,29.33333333,A,45553.5,A,2737.166667,A,0.06,A,0,A,0,A,0,A,1,A,45553.5,,preferred,,542,C,35000,100,2724,Paid in full
242,1009,508,C,35000,90,613,A,150000,10,,,,,4.12,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,518,C,35000,100,935,Default
1581,6196,488,D,0,100,,,,,,,,,5.44,A,4,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,488,D,0,100,5529,Paid in full
48,387,,,,100,,,,,,,,,1.98,B,,,Verified,A,N,,0,A,0,A,,,1,A,67.66666667,A,75119.41,A,6881.47,A,0.09,A,0,A,0,A,0,A,1,A,75119.41,,preferred,,0,,,0,315,Paid off with renewal
334,1706,713,A,150000,100,,,,,,,,,3.08,A,80,,Verified,A,N,,0,A,0,A,,,0,A,34.66666667,A,785371,A,127546.85,A,0.16,A,0,A,0,A,0,A,2,C,785371,,standard,,713,A,150000,100,633,Paid in full
345,2051,690,A,150000,33.3,717,A,150000,33.3,,,,,30.28,A,80,,Home,A,N,,0,A,0,A,,,0.25,A,120.75,A,391481.25,A,47417.1075,A,0.12,A,0,A,0,A,0,A,1,A,391481.25,,preferred,,703,A,150000,66.6,2131,Default
299,1393,567,B,100000,70,,,,,,,,,2.97,A,72,,Verified,A,N,,0,A,0,A,,,1,A,10.2,R,71408,A,21484.02,A,0.3,A,0,A,0,A,0,A,1,A,71408,,preferred,,567,B,100000,70,1364,Paid in full
1731,5960,640,A,150000,100,,,,,,,,,2.3,A,43,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,640,A,150000,100,5368,Paid off with renewal
794,5052,655,A,150000,100,,,,,,,,,3.65,A,69,,Verified,A,N,,0,A,0,A,,,3,C,146,A,128530.3267,A,8777.266667,A,0.07,A,0,A,0,A,0,A,2,C,128530.3267,,preferred,,655,A,150000,100,4666,Paid in full
1022,7584,595,B,100000,100,,,,,,,,,0.07,D,25,,Home,A,N,,0,A,0,A,,,0,A,32.75,A,49681.75,A,17387,A,0.35,A,0,A,0,A,0,A,0,A,49681.75,,preferred,,595,B,100000,100,6593,Default
881,5289,716,A,150000,100,,,,,,,,,5.59,A,6,,Verified,A,N,,0,A,0,A,,,0,A,43.25,A,179114.1175,A,20752.5,A,0.12,A,0,A,0,A,0,A,1,A,179114.1175,,preferred,,716,A,150000,100,4765,Paid via discounted payoff
1,40,600,A,150000,0,,,,0,,,,0,11.1,A,2,D,BRICK,A,N,,0,A,0,A,,,3.25,C,12.5,A,120347.5,A,5801.75,A,0.05,D,0,A,0,A,,,,,,,,,,,,,88,Paid in full
102,761,713,A,150000,100,,,,,,,,,3.02,A,80,,Verified,A,N,,0,A,0,A,,,0,A,34.75,A,808278.75,A,143658.7025,A,0.18,A,0,A,0,A,0,A,1,A,808278.75,,capped,,713,A,150000,100,633,Paid in full
621,4913,600,A,150000,51,647,A,150000,49,,,,,4.83,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,58165,A,2500,A,0.04,A,0,A,0,A,0,A,2,C,58165,,preferred,,623,A,150000,100,4443,Default
684,4268,577,B,100000,100,,,,,,,,,0.73,C,6,,Verified,A,N,,0,A,0,A,,,1.333333333,B,26,A,350464.3333,A,37499,A,0.11,A,0,A,0,A,0,A,0,A,350464.3333,,capped,,577,B,100000,100,4257,Default
1084,8644,673,A,150000,100,,,,,,,,,2.67,A,41,,Home,A,N,,0,A,0,A,,,0,A,5.333333333,C,146077.1567,A,90402.39667,A,0.62,A,0,A,0,A,0,A,1,A,146077.1567,,preferred,,673,A,150000,100,7352,Default
267,1397,650,A,150000,100,,,,,,,,,2.06,A,3,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,650,A,150000,100,1369,Default
808,4057,562,B,100000,100,,,,,,,,,8.23,A,6,,Verified,A,N,,0,A,0,A,,,3,C,139.25,A,63750,A,1532.5,A,0.02,A,0,A,0,A,0,A,0,A,63750,,capped,,562,B,100000,100,4048,Default
788,4805,600,A,150000,51,647,A,150000,49,,,,,4.82,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,58165,A,2500,A,0.04,A,0,A,0,A,0,A,2,C,58165,,preferred,,623,A,150000,100,4443,Default
369,1518,504,C,35000,100,,,,,,,,,4.22,A,21,,Verified,A,N,,0,A,0,A,,,4.8,D,28.8,A,66534.6,A,5499,A,0.08,A,0,A,0,A,0,A,1,A,66534.6,,standard,,504,C,35000,100,750,Default
657,3574,549,C,35000,100,,,,,,,,,5.94,A,,,Home,A,N,,0,A,0,A,,,3.75,C,19.75,A,34639.01,A,3396.0275,A,0.1,A,0,A,0,A,0,A,0,A,34639.01,,preferred,,549,C,35000,100,3666,Paid in full
367,1505,708,A,150000,100,,,,,,,,,12.39,A,72,,Verified,A,N,,0,A,0,A,,,3,C,16.25,A,215958.5,A,22176.5,A,0.1,A,0,A,0,A,0,A,2,C,215958.5,,capped,,708,A,150000,100,1481,Paid off with renewal
1309,4554,712,A,150000,100,,,,,,,,,28.91,A,,,Home,A,N,,0,A,0,A,,,0,A,50,A,45533.6725,A,5000,A,0.11,A,0,A,0,A,0,A,2,C,45533.6725,,preferred,,712,A,150000,100,4431,Paid off with renewal
1595,5506,599,B,100000,100,,,,,,,,,10.59,A,6,,Verified,A,N,,0,A,0,A,,,2.833333333,C,9.5,R,21274.91667,A,2580.5,A,0.12,A,0,A,0,A,0,A,1,A,21274.91667,,standard,,599,B,100000,100,5017,Paid in full
274,1289,564,B,100000,,,,,,,,,,,,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,0,,,0,1236,Paid off with renewal
205,890,638,A,150000,50,,,,,,,,,6.78,A,6,,Verified,A,N,,0,A,0,A,,,0.2,A,6.2,R,77533.2,A,45241,A,0.58,A,0,A,0,A,0,A,1,A,77533.2,,preferred,,638,A,150000,50,737,Default
1414,5016,519,C,35000,100,,,,,,,,,11.05,A,22,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,519,C,35000,100,4713,Paid in full
244,1338,,,,,,,,,,,,,,,,,Verified,A,N,,0,A,0,A,,,2666.666667,,17.33333333,A,91666.66667,A,4666.666667,A,0.05,A,0,A,0,A,0,A,1,A,91666.66667,,preferred,,0,,,0,1294,Default
691,3595,623,A,150000,100,621,A,150000,50,,,,,4.83,A,85,,Verified,A,N,,0,A,0,A,,,0,A,56,A,68113.33333,A,1019.333333,A,0.01,A,0,A,0,A,0,A,2,C,68113.33333,,preferred,,622,A,150000,150,3550,Paid in full
1018,6916,673,A,150000,100,,,,,,,,,1.84,B,83,,Verified,A,N,,0,A,0,A,,,1,A,2.5,R,250953,A,41752,A,0.17,A,0,A,0,A,0,A,0,A,250953,,capped,,673,A,150000,100,6100,Paid in full
637,4489,590,B,100000,100,,,,,,,,,1.52,B,6,,Home,A,N,,0,A,0,A,,,0,A,17.66666667,A,81951.5,A,13550.07667,A,0.17,A,0,A,0,A,0,A,1,A,81951.5,,preferred,,590,B,100000,100,4410,Paid in full
941,7111,508,C,35000,100,,,,50,,,,,0.81,C,,,Verified,A,N,,0,A,0,A,,,0,A,39.25,A,38304.0025,A,8424.1275,A,0.22,A,0,A,0,A,0,A,0,A,38304.0025,,preferred,,508,C,35000,100,319,Paid in full
955,7110,508,C,35000,100,,,,50,,,,,0.81,C,,,Verified,A,N,,0,A,0,A,,,0,A,31.4,A,0,D,6739.302,A,0,D,0,A,0,A,0,A,0,A,0,,preferred,,508,C,35000,100,319,Paid in full
842,5883,625,A,150000,100,,,,,,,,,2.51,A,80,,Unknown,,N,,0,A,0,A,,,0.75,A,27.5,A,39714.25,A,4399.5,A,0.11,A,0,A,0,A,0,A,1,A,39714.25,,preferred,,625,A,150000,100,5299,Paid in full
932,5897,614,A,150000,100,,,,,,,,,24.04,A,22,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,614,A,150000,100,5326,Paid off with renewal
795,5055,655,A,150000,100,,,,,,,,,3.65,A,69,,Verified,A,N,,0,A,0,A,,,3,C,146,A,124271.66,A,8777.266667,A,0.07,A,0,A,0,A,0,A,2,C,124271.66,,preferred,,655,A,150000,100,4666,Paid in full
1806,7584,595,B,100000,100,,,,,,,,,0.07,D,25,,Home,A,N,,0,A,0,A,,,0,A,32.75,A,49681.75,A,17387,A,0.35,A,0,A,0,A,0,A,0,A,49681.75,,preferred,,595,B,100000,100,6593,Default
375,1946,674,A,150000,100,,,,,,,,,0.71,C,53,,Verified,A,N,,0,A,0,A,,,0.2,A,201,A,113396.4,A,5479.4,A,0.05,A,0,A,0,A,0,A,2,C,113396.4,,preferred,,674,A,150000,100,1807,Paid off with renewal
1139,2575,649,A,150000,100,,,,,,,,,5.51,A,56,,Verified,A,N,,0,A,0,A,,,0,A,70.4,A,250811.8,A,22737.4,A,0.09,A,0,A,0,A,0,A,1,A,250811.8,,preferred,,649,A,150000,100,2696,Paid off with renewal
1112,6866,673,A,150000,100,,,,,,,,,1.89,B,83,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,673,A,150000,100,6100,Paid in full
1831,8230,829,A,150000,100,,,,,,,,,2.13,A,47,,Verified,A,N,,0,A,0,A,,,0,A,46.66666667,A,61366,A,9521.666667,A,0.16,A,0,A,0,A,0,A,0,A,61366,,preferred,,829,A,150000,100,7064,Paid in full
220,1046,741,A,150000,100,,,,,,,,,3.79,A,81,,Verified,A,N,,0,A,0,A,,,0,A,6.583333333,R,94072.75,A,34921.66833,A,0.37,A,0,A,0,A,0,A,2,C,94072.75,,preferred,,741,A,150000,100,928,Paid off with renewal
142,695,503,C,35000,100,,,,,,,,,17.77,A,1,,Verified,A,N,,0,A,0,A,,,0.142857143,A,2.571428571,R,207653.4286,A,7011.428571,A,0.03,A,0,A,0,A,0,A,2,C,207653.4286,,preferred,,503,C,35000,100,503,Paid via discounted payoff
565,3415,619,A,150000,100,,,,,,,,,1.36,B,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,619,A,150000,100,3593,Default
986,6323,564,B,100000,50,547,C,35000,50,,,,,1.94,B,8,,Verified,A,N,,0,A,0,A,,,0,A,41.66666667,A,128897.41,A,18260.51333,A,0.14,A,0,A,0,A,0,A,1,A,128897.41,,preferred,,555,B,100000,100,5581,Paid in full
1597,5825,658,A,150000,100,,,,,,,,,12.1,A,4,,Verified,A,N,,0,A,0,A,,,0,A,12.66666667,A,14649.73667,A,1145.486667,A,0.08,A,0,A,0,A,0,A,0,A,14649.73667,,preferred,,658,A,150000,100,5215,Paid in full
1847,7585,595,B,100000,100,,,,,,,,,0.07,D,25,,Verified,A,N,,0,A,0,A,,,0,A,32.75,A,49681.75,A,17387,A,0.35,A,0,A,0,A,0,A,0,A,49681.75,,preferred,,595,B,100000,100,6593,Default
326,1910,630,A,150000,100,,,,,,,,,5.68,A,42,,Home,A,N,,0,A,0,A,,,0,A,36.66666667,A,91759.66667,A,9997.58,A,0.11,A,0,A,0,A,0,A,0,A,91759.66667,,preferred,,630,A,150000,100,1975,Paid in full
1629,5942,623,A,150000,100,,,,,,,,,11.91,A,57,,Verified,A,N,,0,A,0,A,,,0,A,40,A,128740.25,A,16250,A,0.13,A,0,A,0,A,0,A,1,A,128740.25,,preferred,,623,A,150000,100,5348,Default
775,4677,600,A,150000,100,,,,,,,,,20.32,A,42,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,600,A,150000,100,4532,Paid in full
1298,3840,598,B,100000,100,,,,,,,,,5.87,A,49,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,598,B,100000,100,3898,Paid off with renewal
992,6607,625,A,150000,80,601,A,150000,20,,,,,8.05,A,69,,Verified,A,N,,0,A,0,A,,,0.4,A,67.2,A,49269.8,A,2950.6,A,0.06,A,0,A,0,A,0,A,3,D,49269.8,,preferred,,620,A,150000,100,5892,Paid off with renewal
1373,3868,497,D,0,100,,,,,,,,,1.43,B,,,Verified,A,N,,0,A,0,A,,,6.5,D,42.75,A,19487.75,A,1093.75,A,0.06,A,0,A,0,A,0,A,1,A,19487.75,,preferred,,497,D,0,100,3700,Default
991,6429,561,B,100000,50,9002,R,,50,,,,,5.87,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,4781,R,,100,5641,Paid off with renewal
1940,9389,667,A,150000,100,,,,,,,,,8.33,A,79,,Verified,A,N,,0,A,0,A,,,0,A,70.625,A,54977.75,A,25483.19875,A,0.46,A,0,A,0,A,0,A,1,A,54977.75,,preferred,,667,A,150000,100,7875,Paid in full
1716,6175,568,B,100000,100,,,,,,,,,3.29,A,86,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,568,B,100000,100,5521,Paid in full
68,486,632,A,150000,50,669,A,150000,50,,,,,8.5,A,31,,Home,A,N,,0,A,0,A,,,0,A,6.75,R,33005.0975,A,6198.4175,A,0.19,A,0,A,0,A,0,A,0,A,33005.0975,,standard,,650,A,150000,100,203,Paid in full
1080,8343,650,A,150000,100,,,,,,,,,10.25,A,27,,Verified,A,N,,0,A,0,A,,,0.4,A,81.2,A,68463.6,A,2969.4,A,0.04,A,0,A,0,A,0,A,1,A,68463.6,,preferred,,650,A,150000,100,5871,Paid in full
1738,6371,561,B,100000,50,9002,R,,50,,,,,5.93,A,74,,Unknown,,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,4781,R,,100,5641,Paid off with renewal
1659,6322,713,A,150000,100,,,,,,,,,21.64,A,80,,Verified,A,N,,0,A,0,A,,,0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0,A,0,A,0,A,2,C,164320.45,,preferred,,713,A,150000,100,5603,Paid off with renewal
861,6246,568,B,100000,100,,,,,,,,,3.42,A,86,,Verified,A,N,,0,A,0,A,,,0.142857143,A,19.71428571,A,86904.42857,A,19131.85714,A,0.22,A,0,A,0,A,0,A,1,A,86904.42857,,preferred,,568,B,100000,100,5521,Paid in full
417,2182,581,B,100000,33,541,C,35000,33,,,,,2.38,A,55,,Verified,A,N,,0,A,0,A,,,5.333333333,D,77.33333333,A,44091,A,945,D,0.02,A,0,A,0,A,0,A,0,A,44091,,preferred,,561,B,100000,66,2187,Paid in full
957,7199,616,A,150000,100,,,,,,,,,9.24,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,616,A,150000,100,6333,Paid via discounted payoff
866,5893,624,A,150000,100,,,,,,,,,0.94,C,,,Verified,A,N,,0,A,0,A,,,0,A,27.75,A,13692.5,A,2994.75,A,0.22,A,0,A,0,A,0,A,0,A,13692.5,,preferred,,624,A,150000,100,4933,Paid off with renewal
1843,7376,621,A,150000,100,,,,,,,,,3.25,A,15,,Verified,A,N,,0,A,0,A,,,1.25,B,12,B,100110.25,A,1501,A,0.01,A,0,A,0,A,0,A,2,C,100110.25,,standard,,621,A,150000,100,640,Paid in full
1277,3504,582,B,100000,100,,,,,,,,,1.11,B,,,Verified,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,capped,,582,B,100000,100,3605,Default
1208,3449,582,B,100000,100,,,,,,,,,1.11,B,,,Home,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,preferred,,582,B,100000,100,3605,Default
225,938,627,A,150000,100,,,,,,,,,17.21,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,627,A,150000,100,836,Default
1775,6507,561,B,100000,50,9002,R,,50,,,,,5.88,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,4781,R,,100,5641,Paid off with renewal
278,1294,580,B,100000,100,,,,,,,,,3.66,A,12,,Verified,A,N,,0,A,0,A,,,0,A,37,A,31002.25,A,3070.27,A,0.1,A,0,A,0,A,0,A,1,A,31002.25,,preferred,,580,B,100000,100,1219,Paid off with renewal
1363,4920,600,A,150000,51,647,A,150000,49,,,,,4.83,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,58165,A,2500,A,0.04,A,0,A,0,A,0,A,2,C,58165,,preferred,,623,A,150000,100,4443,Default
1093,7322,663,A,150000,100,,,,,,,,,25.08,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,663,A,150000,100,6411,Paid off with renewal
612,4506,505,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,0.666666667,A,16.66666667,A,109106,A,7333.333333,A,0.07,A,0,A,0,A,0,A,1,A,109106,,preferred,,505,C,35000,100,4468,Default
131,564,,,,100,,,,,,,,,1.66,B,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,20348.33333,A,1858.666667,A,0.09,A,0,A,0,A,0,A,1,A,20348.33333,,preferred,,0,,,0,486,Paid off with renewal
1942,8233,663,A,150000,100,,,,,,,,,7.1,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,663,A,150000,100,7093,Default
